authors,title,journal,doc_type,total_cited,doi,doi_link,pub_year,is_climate,dropped,dropped_why,data_statement,code_statement,data_statement_where,code_statement_where,data_open,code_open,data_repo,code_repo,data_included,data_limitation_other,code_included,data_reasons,code_reasons,notes
"Stewart, ID; Krayenhoff, ES; Voogt, JA; Lachapelle, JA; Allen, MA; Broadbent, AM",Time Evolution of the Surface Urban Heat Island,EARTHS FUTURE,Article,31,10.1029/2021EF002178,http://dx.doi.org/10.1029/2021EF002178,2021,1,,,Data sets for this research have been deposited in the University of Guelph Research Data Repository (https://doi.org/10.5683/SP3/YZEVKI).,Nothing,Data Availability Statement,,Open,Closed,Borealis Data,Nothing,All,,Nothing,,Nothing,
"Xiong, L; Bai, XY; Zhao, CW; Li, YB; Tan, Q; Luo, GJ; Wu, LH; Chen, F; Li, CJ; Ran, C; Xi, HP; Luo, XL; Chen, H; Zhang, SR; Liu, M; Gong, SH; Xiao, BQ; Du, CC; Song, FJ",High-Resolution Data Sets for Global Carbonate and Silicate Rock Weathering Carbon Sinks and Their Change Trends,EARTHS FUTURE,Article,30,10.1029/2022EF002746,http://dx.doi.org/10.1029/2022EF002746,2022,1,,,"Accesses to all the data sets are as follows: the global basins boundaries and national vector boundaries are available online (https://gadm.org/download_world.html & https://gadm.org/download_country_v3.html). The global lithological map database can be downloaded from http://dx.doi.org/10.1594/PANGAEA.788537. The runoff and surface temperature can be found at https://esgf-node.llnl.gov/search/cmip6/. Based on the above URL, select “rcp85” in the experiment id, and filter out the runoff and surface temperature data in the results. The present and future Köppen-Geiger climate classification maps at 1-km resolution can be downloaded from the article (https://doi.org/10.1038/sdata.2018.214). The precipitation database can be downloaded from https://opendata.dwd.de/climate_environment/GPCC/. The evaporation database can be found at https://search.earthdata.nasa.gov/ Based on the above URL, enter the keyword “evaporation” in the search. The Normalized Difference Vegetation Index (NDVI) database can be downloaded from https://ladsweb.modaps.eosdis.nasa.gov/missions-and-measurements/science-domain/vegetation-indices/. These datasets are available from the data producer upon reasonable request.",Nothing,Data Availability Statement,,Partially Closed,Closed,PANGEA,Nothing,Raw,URLs,Nothing,Nothing,Nothing,
"Kemter, M; Fischer, M; Luna, LV; Schonfeldt, E; Vogel, J; Banerjee, A; Korup, O; Thonicke, K",Cascading Hazards in the Aftermath of Australia's 2019/2020 Black Summer Wildfires,EARTHS FUTURE,Article,29,10.1029/2020EF001884,http://dx.doi.org/10.1029/2020EF001884,2021,1,,,"Gridded rainfall data were obtained from the Australian Bureau of Meteorology and is available at http://www.bom.gov.au/climate/maps/rainfall. Station rainfall data were obtained from the Australian Bureau of Meteorology and is available at http://www.bom.gov.au/climate/data. Discharge and turbidity data were obtained from the State of NSW (Lands and Water) and is available at http://www.bom.gov.au/waterdata. The soil erosion data from the State Government of NSW and Department of Planning, Industry and Environment is available at https://datasets.seed.nsw.gov.au/dataset/modelled-hillslope-erosion-over-new-south-wales. Landsat OLI imagery is available from the US Geological Survey (https://www.earthexplorer.usgs.gov). Images from Sentinel are from Sentinel Playground, https://apps.sentinel-hub.com/sentinel-playground, Sinergise Ltd.",Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,
"Brey, SJ; Barnes, EA; Pierce, JR; Swann, ALS; Fischer, EV",Past Variance and Future Projections of the Environmental Conditions Driving Western US Summertime Wildfire Burn Area,EARTHS FUTURE,Article,29,10.1029/2020EF001645,http://dx.doi.org/10.1029/2020EF001645,2021,1,,,"All data used to make the figures and conclusions presented in this manuscript are publicly available. The links to these data are provided in section 2. In addition, all codes used in this analysis are available at the following url https://zenodo.org/record/3872600#.XtXQ2p5KgWo (DOI: 10.5281/zenodo.3872600).","All data used to make the figures and conclusions presented in this manuscript are publicly available. The links to these data are provided in section 2. In addition, all codes used in this analysis are available at the following url https://zenodo.org/record/3872600#.XtXQ2p5KgWo (DOI: 10.5281/zenodo.3872600).",Data Availability Statement,Data Availability Statement,Closed,Open,Nothing,Zenodo,Nothing,URLs,All,Nothing,,
"Dong, ZZ; Wang, L; Sun, Y; Hu, T; Limsakul, A; Singhruck, P; Pimonsree, S",Heatwaves in Southeast Asia and Their Changes in a Warmer World,EARTHS FUTURE,Article,28,10.1029/2021EF001992,http://dx.doi.org/10.1029/2021EF001992,2021,1,,,The SA-OBS data are available from https://sacad.database.bmkg.go.id/dailydata/index.php. The HadCRUT4 data are available via https://www.metoffice.gov.uk/hadobs/hadcrut4/. The CESM-LE data are available from http://www.cesm.ucar.edu/projects/community-projects/LENS/data-sets.html.,Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,
"Wu, GL; Cheng, Z; Alatalo, JM; Zhao, JX; Liu, Y",Climate Warming Consistently Reduces Grassland Ecosystem Productivity,EARTHS FUTURE,Article,28,10.1029/2020EF001837,http://dx.doi.org/10.1029/2020EF001837,2021,1,,,"All data needed to evaluate the conclusions in the paper are present in the paper and/or the Supplementary Materials. All data sources used in the study are provided in the Data sources section in Dryad Digital Repository, https://doi.org/10.5061/dryad.2fqz612nx.",Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,The doi with the data is broken
"Kean, JW; Staley, DM",Forecasting the Frequency and Magnitude of Postfire Debris Flows Across Southern California,EARTHS FUTURE,Article,27,10.1029/2020EF001735,http://dx.doi.org/10.1029/2020EF001735,2021,1,,,"The results of this study are in a database (Kean & Staley, 2021).",Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,There is no database provided…
"Iglesias, V; Braswell, AE; Rossi, MW; Joseph, MB; McShane, C; Cattau, M; Koontz, MJ; McGlinchy, J; Nagy, RC; Balch, J; Leyk, S; Travis, WR",Risky Development: Increasing Exposure to Natural Hazards in the United States,EARTHS FUTURE,Article,26,10.1029/2020EF001795,http://dx.doi.org/10.1029/2020EF001795,2021,1,,,"Data sets for this research are available in these citations: Demuth et al. (2006), Dillon (2018), Leyk and Uhl (2018), NOAA (2019), Rukstales and Shumway (2019), Sampson et al. (2015), and Uhl and Leyk (2020). More information on accessing the data can be found at http://www.zillow.com/ztrax.",Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,They instruct the reader to see in-text citations for data from other papers
"Reddy, PJ; Perkins-Kirkpatrick, SE; Sharples, JJ",Intensifying Australian Heatwave Trends and Their Sensitivity to Observational Data,EARTHS FUTURE,Article,26,10.1029/2020EF001924,http://dx.doi.org/10.1029/2020EF001924,2021,1,,,"The ACORN_SATV2 and AWAP datasets used in this research are available in these in-text data citation references: Trewin et al. (2020) [ACORN_SATV2 station data] and Jones et al. (2009) [AWAP gridded data], respectively. The SILO gridded data is obtained from https://www.longpaddock.qld.gov.au/silo/, and the further methodological details are provided in the in-text data citation reference: Jeffrey et al. (2001).",Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,They instruct the reader to see in-text citations for data from other papers
"Nicholls, Z; Meinshausen, M; Lewis, J; Corradi, MR; Dorheim, K; Gasser, T; Gieseke, R; Hope, AP; Leach, NJ; McBride, LA; Quilcaille, Y; Rogelj, J; Salawitch, RJ; Samset, BH; Sandstad, M; Shiklomanov, A; Skeie, RB; Smith, CJ; Smith, SJ; Su, X; Tsutsui, J; Vega-Westhoff, B; Woodard, DL",Reduced Complexity Model Intercomparison Project Phase 2: Synthesizing Earth System Knowledge for Probabilistic Climate Projections,EARTHS FUTURE,Article,25,10.1029/2020EF001900,http://dx.doi.org/10.1029/2020EF001900,2021,1,,,Data and code to produce all the figures and tables can be obtained from https://doi.org/10.5281/zenodo.4269711.,Data and code to produce all the figures and tables can be obtained from https://doi.org/10.5281/zenodo.4269711.,Data Availability Statement,Data Availability Statement,Partially Closed,Partially Closed,Zenodo,Zenodo,Source Data,,Figures,Nothing,Nothing,
"Chung, ES; Ha, KJ; Timmermann, A; Stuecker, MF; Bodai, T; Lee, SK",Cold-Season Arctic Amplification Driven by Arctic Ocean-Mediated Seasonal Energy Transfer,EARTHS FUTURE,Article,24,10.1029/2020EF001898,http://dx.doi.org/10.1029/2020EF001898,2021,1,,,JRA-55 reanalysis data can be downloaded from the JMA Data Dissemination System (https://jra.kishou.go.jp/JRA-55/index_en.html#download). ECMWF ORA-S5 data can be obtained from the University of Hamburg Integrated Climate Data Center (http://icdc.cen.uni-hamburg.de/). HadISST data can be downloaded from the Met Office Hadley Centre (https://www.metoffice.gov.uk/hadobs/hadisst/). The CESM Large Ensemble Project simulation output is available at http://www.cesm.ucar.edu/projects/community-projects/LENS/data-sets.html. The CMIP5 model output analyzed in this study can be downloaded from the Earth System Grid Federation server (https://esgf-node.llnl.gov/search/cmip5/). The FACTS CAM5.1 AMIP simulation output is available at https://www.esrl.noaa.gov/psd/repository/alias/factsdocs.,Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,
"Liu, XC; Liu, WF; Tang, QH; Liu, B; Wada, Y; Yang, H",Global Agricultural Water Scarcity Assessment Incorporating Blue and Green Water Availability Under Future Climate Change,EARTHS FUTURE,Article,23,10.1029/2021EF002567,http://dx.doi.org/10.1029/2021EF002567,2022,1,,,The data used in the study are publicly available from https://esg.pik-potsdam.de/projects/isimip/. Data sets for this research are available at https://doi.org/10.5281/zenodo.6332492.,Nothing,Data Availability Statement,,Partially Closed,Closed,Zenodo,Nothing,Results,,Nothing,,Nothing,"Does not appear that raw is available, but instead the output variable from different inputs and the ensemble"
"Lincke, D; Hinkel, J",Coastal Migration due to 21st Century Sea-Level Rise,EARTHS FUTURE,Article,23,10.1029/2020EF001965,http://dx.doi.org/10.1029/2020EF001965,2021,1,,,Data sets for this research are available in the repository https://github.com/daniellincke/DIVA\text{\_}paper\text{\_}migration and under the Zenodo record 4459151 (DOI: 10.5281/zenodo.4459151).,Nothing,Data Availability Statement,,Open,Closed,Zenodo,Nothing,All,,Nothing,,Nothing,
"Ullah, S; You, QL; Chen, DL; Sachindra, DA; AghaKouchak, A; Kang, SC; Li, MC; Zhai, PM; Ullah, W",Future Population Exposure to Daytime and Nighttime Heat Waves in South Asia,EARTHS FUTURE,Article,22,10.1029/2021EF002511,http://dx.doi.org/10.1029/2021EF002511,2022,1,,,"All CMIP6 model simulations and CRU data are available at https://esgf-node.llnl.gov/projects/cmip6 and https://crudata.uea.ac.uk/cru/data/hrg/, respectively. The population data are available at https://www.cgd.ucar.edu/iam/modeling/spatial-population-scenarios.html.",Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,
"Wei, YQ; Lu, HY; Wang, JN; Wang, XF; Sun, J",Dual Influence of Climate Change and Anthropogenic Activities on the Spatiotemporal Vegetation Dynamics Over the Qinghai-Tibetan Plateau From 1981 to 2015,EARTHS FUTURE,Article,22,10.1029/2021EF002566,http://dx.doi.org/10.1029/2021EF002566,2022,1,,,The GIMMS NDVI-3g V1.0 is available at https://data.tpdc.ac.cn/en/data/9775f2b4-7370-4e5e-a537-3482c9a83d88/. The meteorological stations' records are available at http://data.cma.cn/data/cdcdetail/dataCode/SURF_CLI_CHN_MUL_MMON_19812010.html (only has a Chinese landing page). CRU TS4.02 is available at https://catalogue.ceda.ac.uk/uuid/b2f81914257c4188b181a4d8b0a46bff. ESA CCI land cover data is available at https://www.esa-landcover-cci.org/?q=node/164. The animal husbandry related social-economic data were obtained from the websites of National Bureau of Statistics of China (http://www.stats.gov.cn/english/). All the data used in the paper are publicity accessed through the website provided in the text.,Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,
"Reed, PM; Hadjimichael, A; Moss, RH; Brelsford, C; Burleyson, CD; Cohen, S; Dyreson, A; Gold, DF; Gupta, RS; Keller, K; Konar, M; Monier, E; Morris, J; Srikrishnan, V; Voisin, N; Yoon, J",Multisector Dynamics: Advancing the Science of Complex Adaptive Human-Earth Systems,EARTHS FUTURE,Article,22,10.1029/2021EF002621,http://dx.doi.org/10.1029/2021EF002621,2022,1,1,Commentary w/o data or code,,,,,,,,,,,,,,"Although it is not in our sample, worth noting that it still shares a Zenodo repo for where the conceptual graphic figures are permanently stored"
"Hinkel, J; Feyen, L; Hemer, M; Le Cozannet, G; Lincke, D; Marcos, M; Mentaschi, L; Merkens, JL; de Moel, H; Muis, S; Nicholls, RJ; Vafeidis, AT; van de Wal, RSW; Vousdoukas, MI; Wahl, T; Ward, PJ; Wolff, C",Uncertainty and Bias in Global to Regional Scale Assessments of Current and Future Coastal Flood Risk,EARTHS FUTURE,Article,22,10.1029/2020EF001882,http://dx.doi.org/10.1029/2020EF001882,2021,1,1,No data,,,,,,,,,,,,,,
"Chalise, DR; Sankarasubramanian, A; Ruhi, A",Dams and Climate Interact to Alter River Flow Regimes Across the United States,EARTHS FUTURE,Article,22,10.1029/2020EF001816,http://dx.doi.org/10.1029/2020EF001816,2021,1,,,"The daily streamflow data were retrieved from the USGS National Water Information System available at https://maps.waterdata.usgs.gov/mapper/index.html using the “dataRetrieval” R package (Hirsch & De Cicco, 2015). The dam attributes were retrieved from United States Army Corps of Engineer's National Inventory of Dams (NID) database available at https://nid.sec.usace.army.mil/ords/f?p = 105:1 (U.S. Army Corps of Engineers, 2018).",Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,
"Twohy, CH; DeMott, PJ; Russell, LM; Toohey, DW; Rainwater, B; Geiss, R; Sanchez, KJ; Lewis, S; Roberts, GC; Humphries, RS; McCluskey, CS; Moore, KA; Selleck, PW; Keywood, MD; Ward, JP; McRobert, IM",Cloud-Nucleating Particles Over the Southern Ocean in a Changing Climate,EARTHS FUTURE,Article,22,10.1029/2020EF001673,http://dx.doi.org/10.1029/2020EF001673,2021,1,,,"G-V aircraft state parameter and cloud physics data used are archived here: https://data.eol.ucar.edu/dataset/538.002, aircraft single particle STEM data here: https://data.eol.ucar.edu/dataset/552.131, and aircraft CCN data here: https://data.eol.ucar.edu/dataset/552.013. INP STEM data are here: https://doi.org/10.26023/THHB-X79P-A006, and STXM-NEXAFS data here: https://data.eol.ucar.edu/dataset/552.132 (or directly at https://library.ucsd.edu/dc/object/bb5398135k. CAPRICORN-2 aerosol composition and CCN data described in Section 3.1.2 are archived here: https://doi.org/10.25919/2h1c-t753. Chlorophyll-a data used in Figure 1 was obtained from the NASA Goddard Space Flight Center, Ocean Ecology Laboratory, Ocean Biology Processing Group (Moderate-resolution Imaging Spectroradiometer (MODIS) Aqua Chlorophyll Data; 2018 Reprocessing. NASA OB.DAAC, Greenbelt, MD, USA. https://doi.org/10.5067/AQUA/MODIS/L3M/CHL/2018. Accessed May 12, 2020).",Nothing,Data Availability Statement,,Partially Closed,Closed,NCAR UCAR EOL; CSIRO  ,Nothing,Raw,URLs,Nothing,Nothing,Nothing,
"Wu, GY; Chen, J; Shi, XY; Kim, JS; Xia, J; Zhang, LP",Impacts of Global Climate Warming on Meteorological and Hydrological Droughts and Their Propagations,EARTHS FUTURE,Article,21,10.1029/2021EF002542,http://dx.doi.org/10.1029/2021EF002542,2022,1,,,The climate simulation data can be accessed from the CMIP6 archive (https://esgf-node.llnl.gov/projects/cmip6/).,Nothing,Data Availability Statement,,Closed,Closed,Nothing,Nothing,Nothing,URLs,Nothing,Nothing,Nothing,
"Shan, S; Genc, SY; Kamran, HW; Dinca, G",Role of green technology innovation and renewable energy in carbon neutrality: A sustainable investigation from Turkey,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,157,10.1016/j.jenvman.2021.113004,http://dx.doi.org/10.1016/j.jenvman.2021.113004,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Iqbal, N; Abbasi, KR; Shinwari, R; Wan, GC; Ahmad, M; Tang, K",Does exports diversification and environmental innovation achieve carbon neutrality target of OECD economies?,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,152,10.1016/j.jenvman.2021.112648,http://dx.doi.org/10.1016/j.jenvman.2021.112648,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Shao, XF; Zhong, YF; Liu, W; Li, RYM",Modeling the effect of green technology innovation and renewable energy on carbon neutrality in N-11 countries? Evidence from advance panel estimations,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,128,10.1016/j.jenvman.2021.113189,http://dx.doi.org/10.1016/j.jenvman.2021.113189,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Nguyen, DK; Huynh, TLD; Nasir, MA",Carbon emissions determinants and forecasting: Evidence from G6 countries,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,118,10.1016/j.jenvman.2021.111988,http://dx.doi.org/10.1016/j.jenvman.2021.111988,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Ahmad, M; Wu, YY","Combined role of green productivity growth, economic globalization, and eco-innovation in achieving ecological sustainability for OECD economies",JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,116,10.1016/j.jenvman.2021.113980,http://dx.doi.org/10.1016/j.jenvman.2021.113980,2022,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Tao, R; Umar, M; Naseer, A; Razi, U",The dynamic effect of eco-innovation and environmental taxes on carbon neutrality target in emerging seven (E7) economies,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,116,10.1016/j.jenvman.2021.113525,http://dx.doi.org/10.1016/j.jenvman.2021.113525,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Li, MH; Ahmad, M; Fareed, Z; Hassan, T; Kirikkaleli, D","Role of trade openness, export diversification, and renewable electricity output in realizing carbon neutrality dream of China",JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,100,10.1016/j.jenvman.2021.113419,http://dx.doi.org/10.1016/j.jenvman.2021.113419,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Yuan, X; Su, CW; Umar, M; Shao, XF; Lobont, OR",The race to zero emissions: Can renewable energy be the path to carbon neutrality?,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,97,10.1016/j.jenvman.2022.114648,http://dx.doi.org/10.1016/j.jenvman.2022.114648,2022,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Sun, YP; Duru, OA; Razzaq, A; Dinca, MS",The asymmetric effect eco-innovation and tourism towards carbon neutrality target in Turkey,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,96,10.1016/j.jenvman.2021.113653,http://dx.doi.org/10.1016/j.jenvman.2021.113653,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Liu, Z; Lan, J; Chien, FS; Sadiq, M; Nawaz, MA",Role of tourism development in environmental degradation: A step towards emission reduction,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,89,10.1016/j.jenvman.2021.114078,http://dx.doi.org/10.1016/j.jenvman.2021.114078,2022,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Khan, SAR; Ponce, P; Yu, Z",Technological innovation and environmental taxes toward a carbon-free economy: An empirical study in the context of COP-21,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,89,10.1016/j.jenvman.2021.113418,http://dx.doi.org/10.1016/j.jenvman.2021.113418,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Qin, LG; Kirikkaleli, D; Hou, Y; Miao, X; Tufail, M","Carbon neutrality target for G7 economies: Examining the role of environmental policy, green innovation and composite risk index",JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,87,10.1016/j.jenvman.2021.113119,http://dx.doi.org/10.1016/j.jenvman.2021.113119,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Li, MY; Liang, D; Xia, J; Song, JX; Cheng, DD; Wu, JT; Cao, YL; Sun, HT; Li, Q","Evaluation of water conservation function of Danjiang River Basin in Qinling Mountains, China based on InVEST model",JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,84,10.1016/j.jenvman.2021.112212,http://dx.doi.org/10.1016/j.jenvman.2021.112212,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Ibrahim, M; Vo, XV","Exploring the relationships among innovation, financial sector development and environmental pollution in selected industrialized countries",JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,81,10.1016/j.jenvman.2021.112057,http://dx.doi.org/10.1016/j.jenvman.2021.112057,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Qin, LG; Hou, Y; Miao, X; Zhang, XY; Rahim, S; Kirikkaleli, D",Revisiting financial development and renewable energy electricity role in attaining China's carbon neutrality target,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,77,10.1016/j.jenvman.2021.113335,http://dx.doi.org/10.1016/j.jenvman.2021.113335,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Ding, YB; Xu, JT; Wang, XW; Cai, HJ; Zhou, ZQ; Sun, YN; Shi, HY",Propagation of meteorological to hydrological drought for different climate regions in China,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,75,10.1016/j.jenvman.2021.111980,http://dx.doi.org/10.1016/j.jenvman.2021.111980,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Sun, YP; Yesilada, F; Andlib, Z; Ajaz, T",The role of eco-innovation and globalization towards carbon neutrality in the USA,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,72,10.1016/j.jenvman.2021.113568,http://dx.doi.org/10.1016/j.jenvman.2021.113568,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Wang, XX; Huang, JL; Liu, HD",Can China's carbon trading policy help achieve Carbon Neutrality?-A study of policy effects from the Five-sphere Integrated Plan perspective,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,65,10.1016/j.jenvman.2021.114357,http://dx.doi.org/10.1016/j.jenvman.2021.114357,2022,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Chen, W; Lei, XX; Chakrabortty, R; Pal, SC; Sahana, M; Janizadeh, S",Evaluation of different boosting ensemble machine learning models and novel deep learning and boosting framework for head-cut gully erosion susceptibility,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,65,10.1016/j.jenvman.2021.112015,http://dx.doi.org/10.1016/j.jenvman.2021.112015,2021,1,1,framing not climate change focused,,,,,,,,,,,,,,
"Hao, Y; Niu, XS; Wang, JZ",Impacts of haze pollution on China's tourism industry: A system of economic loss analysis,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,59,10.1016/j.jenvman.2021.113051,http://dx.doi.org/10.1016/j.jenvman.2021.113051,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Zhang, DY; Vigne, SA",The causal effect on firm performance of China's financing-pollution emission reduction policy: Firm-level evidence,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,55,10.1016/j.jenvman.2020.111609,http://dx.doi.org/10.1016/j.jenvman.2020.111609,2021,1,1,framing not climate change focused,,,,,,,,,,,,,,
"Shafique, M; Luo, XW",Environmental life cycle assessment of battery electric vehicles from the current and future energy mix perspective,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,54,10.1016/j.jenvman.2021.114050,http://dx.doi.org/10.1016/j.jenvman.2021.114050,2022,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Tama, RAZ; Ying, L; Yu, M; Hoque, MM; Adnan, KMM; Sarker, SA",Assessing farmers' intention towards conservation agriculture by using the Extended Theory of Planned Behavior,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,53,10.1016/j.jenvman.2020.111654,http://dx.doi.org/10.1016/j.jenvman.2020.111654,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Janizadeh, S; Pal, SC; Saha, A; Chowdhuri, I; Ahmadi, K; Mirzaei, S; Mosavi, AH; Tiefenbacher, JP",Mapping the spatial and temporal variability of flood hazard affected by climate and land-use changes in the future,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,52,10.1016/j.jenvman.2021.113551,http://dx.doi.org/10.1016/j.jenvman.2021.113551,2021,1,,,We have no permission to release data and codes.,We have no permission to release data and codes.,Availability of data and materials,Availability of data and materials,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,No Permission,No Permission,
"Dikshit, A; Pradhan, B; Huete, A",An improved SPEI drought forecasting approach using the long short-term memory neural network,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,52,10.1016/j.jenvman.2021.111979,http://dx.doi.org/10.1016/j.jenvman.2021.111979,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Li, W; Elheddad, M; Doytch, N",The impact of innovation on environmental quality: Evidence for the non-linear relationship of patents and CO2 emissions in China,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,51,10.1016/j.jenvman.2021.112781,http://dx.doi.org/10.1016/j.jenvman.2021.112781,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Feng, WY; Yang, F; Cen, R; Liu, J; Qu, ZY; Miao, QF; Chen, HY","Effects of straw biochar application on soil temperature, available nitrogen and growth of corn",JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,50,10.1016/j.jenvman.2020.111331,http://dx.doi.org/10.1016/j.jenvman.2020.111331,2021,1,,,Nothing,Nothing,,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Nothing,Nothing,
"Wang, XZ; Wu, JZ; Liu, YL; Hai, XY; Shanguan, ZP; Deng, L",Driving factors of ecosystem services and their spatiotemporal change assessment based on land use types in the Loess Plateau,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,48,10.1016/j.jenvman.2022.114835,http://dx.doi.org/10.1016/j.jenvman.2022.114835,2022,1,1,framing not climate change focused,,,,,,,,,,,,,,
"Islam, AMT; Islam, HMT; Shahid, S; Khatun, MK; Ali, MM; Rahman, MS; Ibrahim, SM; Almoajel, AM",Spatiotemporal nexus between vegetation change and extreme climatic indices and their possible causes of change,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,47,10.1016/j.jenvman.2021.112505,http://dx.doi.org/10.1016/j.jenvman.2021.112505,2021,1,,,Data are available upon request on the corresponding author.,Nothing,Data availability,,Closed,Closed,Nothing,Nothing,Nothing,,Nothing,Upon Request,Nothing,
