title,doi,issn,year,cited_wos_core,is_climate,data_statement,data_avail,data_some,code_statement,code_avail,code_some,dropped,dropped_why,notes,proprietary cited (including license needed),coi stated
"The compatibility of circularity and national dietary recommendations for animal products in five European countries: a modelling analysis on nutritional feasibility, climate impact, and land use",https://doi.org/10.1016/S2542-5196(22)00119-X,2542-5196,2022,4,1,"Data described in the manuscript, code book, and analytic code will be made available upon request. Requests can be directed to Anita Frehner (anita.frehner@fibl.org).",0,0,,0,0,,,,0,0
"The relationship between rising temperatures and malaria incidence in Hainan, China, from 1984 to 2010: a longitudinal cohort study",https://doi.org/10.1016/S2542-5196(22)00039-0,2542-5196,2022,4,1,"All data used in this study are provided in the Article or appendix, and from the authors on request. The code is available at https://github.com/wangzengmiao/Malaria-Hainan.",0,0,"All data used in this study are provided in the Article or appendix, and from the authors on request. The code is available at https://github.com/wangzengmiao/Malaria-Hainan.",0,1,,,,0,0
The effects of night-time warming on mortality burden under future climate change scenarios: a modelling study,https://doi.org/10.1016/S2542-5196(22)00139-5,2542-5196,2022,3,1,"Data were collected under a data sharing agreement and cannot be made publicly available. Researchers can refer to the participants, who are listed as co-authors of this Article, for information on accessing the data for each country. Code sources are available from the corresponding authors upon request.",0,0,,0,0,,,,0,0
Existing climate mitigation scenarios perpetuate colonial inequalities,https://doi.org/10.1016/S2542-5196(22)00092-4,2542-5196,2022,3,1,,0,0,,0,0,,,,0,0
On CRDPs and CRPD: why the rights of people with disabilities are crucial for understanding climate-resilient development pathways,10.1016/S2542-5196(21)00233-3,2542-5196,2021,3,1,,,,,,,1,Perspective w/o data or code,,,
Navigating fundamental tensions towards a decolonial relational vision of planetary health,https://doi.org/10.1016/S2542-5196(22)00197-8,2542-5196,2022,2,1,,,,,,,1,Perspective w/o data or code,,,
"Psychological responses, mental health, and sense of agency for the dual challenges of climate change and the COVID-19 pandemic in young people in the UK: an online survey study",https://doi.org/10.1016/S2542-5196(22)00172-3,2542-5196,2022,2,1,"The data collected for the study, including individual respondent data and a data dictionary defining each field in the set, will be made available to others either (1) upon request to the corresponding author (at e.lawrance@imperial.ac.uk) or (2) on the permanent project page, hosted by OSF at https://osf.io/bf5wp/. In accordance with consent and data protection legislation, we will only make available deidentified respondent data. The data will be accompanied by relevant meta-data outlining the characteristics of the dataset, and a description of the variables contained therein. The data will be available with publication of the manuscript. No other restrictions to access will apply.",1,1,,0,0,,,,0,0
"Effect of El Nino-Southern Oscillation and local weather on Aedes vector activity from 2010 to 2018 in Kalutara district, Sri Lanka: a two-stage hierarchical analysis",https://doi.org/10.1016/S2542-5196(22)00143-7,2542-5196,2022,2,1,"Climate data collected for the study is available upon request from the Data Processing and Archival Division, Department of Meteorology, Sri Lanka. Subdistrict level data on Aedes larval indices can be made available upon request to the Regional Director of Health Services, Kalutara, Sri Lanka and the Director, National Dengue Control Unit, Ministry of Health, Sri Lanka.",0,0,,0,0,,,,0,0
The association between gold mining and malaria in Guyana: a statistical inference and time-series analysis,https://doi.org/10.1016/S2542-5196(21)00203-5,2542-5196,2021,2,1,,0,0,,0,0,,,,0,0
Air pollution reduction and climate co-benefits in China's industries,10.1038/s41893-020-00669-0,2398-9629,2021,82,1,The firm-level emission database that supports the findings of this study is available from H.Q.’s GitHub repository (https://github.com/qianhaoqi/NS-co-benefit). Source data are provided with this paper.,0,1,The code that supports the findings of this study is available from H.Q.’s GitHub repository (https://github.com/qianhaoqi/NS-co-benefit).,0,1,,,,0,0
Massive soybean expansion in South America since 2000 and implications for conservation,10.1038/s41893-021-00729-z,2398-9629,2021,71,1,The annual soybean maps generated in this study can be viewed and downloaded at https://glad.earthengine.app/view/south-america-soybean and https://glad.umd.edu/projects/commodity-crop-mapping-and-monitoring-south-america. Forest change maps are available at https://glad.earthengine.app/view/global-forest-change.,0,1,Satellite-based soybean classification was carried out using the GLAD Landsat Analysis Ready Data and Tools52 available at https://glad.geog.umd.edu/ard/home. Custom code for analysing soybean-driven deforestation is available from corresponding authors upon reasonable request.,0,0,,,"They don't actually make the code used for their study available, just a generic reference to a code base that the code for their study is based on",0,0
Long-term increased grain yield and soil fertility from intercropping,10.1038/s41893-021-00767-7,2398-9629,2021,68,1,The data that support the findings of this study are available in Supplementary Data 1 and from the corresponding author upon request. Source data are provided with this paper.,0,1,The custom code generated for this study is available in the Supplementary Information and from the corresponding author upon request.,0,1,,,Not a trusted repository - upload through the SI,0,0
A seaweed aquaculture imperative to meet global sustainability targets,10.1038/s41893-021-00773-9,2398-9629,2022,55,1,,,,,,,1,Perspective w/o data or code,,,
Acute riverine microplastic contamination due to avoidable releases of untreated wastewater,10.1038/s41893-021-00718-2,2398-9629,2021,54,1,The data that support the findings of this study are available from the corresponding author upon reasonable request. Source data are provided with this paper.,0,0,,0,0,,,,0,0
Embodied greenhouse gas emissions from building China's large-scale power transmission infrastructure,10.1038/s41893-021-00704-8,2398-9629,2021,53,1,All the GHG emission inventories of power transmission projects and China’s 31 provincial regions’ power transmission systems from 1990 to 2017 are listed in Supplementary Tables 5–18. All our data are available to readers and can be freely downloaded from the CEADs website (https://www.ceads.net/data/process/). Source data are provided with this paper.,0,1,The code for uncertainty analysis can be accessed via our recent work published in Scientific Data (https://doi.org/10.1038/s41597-020-00662-4) or at https://www.ceads.net/data/process/.,0,1,,,"Define a limited scope of the code applicability, non trusted repos for the data and the potential reference for all the code (which doesn't open when I tried accessing it)",0,0
Limited effects of tree planting on forest canopy cover and rural livelihoods in Northern India,10.1038/s41893-021-00761-z,2398-9629,2021,44,1,Replication data and materials for this analysis are available in the Data Repository for University of Minnesota: https://doi.org/10.13020/j6sj-jw18.,1,1,Replication code for statistical analysis is also available in the Data Repository for University of Minnesota: https://doi.org/10.13020/j6sj-jw18.,1,1,,,,0,0
Impacts of poverty alleviation on national and global carbon emissions,10.1038/s41893-021-00842-z,2398-9629,2022,36,1,"Global MRIO tables and carbon emissions were retrieved from the GTAP database, version 10 (https://www.gtap.agecon.purdue.edu/). Poverty lines can be obtained from ref. 5. Expenditure data were collected from the World Bank (https://data.worldbank.org/). Please contact the corresponding authors for more details.",0,1,"Code developed for data processing in MATLAB, Python and R is available in the Supplementary Information.",0,1,,,,0,0
Mapping the irrecoverable carbon in Earth's ecosystems,10.1038/s41893-021-00803-6,2398-9629,2022,31,1,"All data used in this analysis came from publicly available datasets with the exceptions of the IPLC lands map and the planted tree dataset for China and Papua New Guinea, each of which required permission from the data provider. The modified IPLC dataset is available on request from UNEP-WCMC. Permission was received from the data provider for use of datasets in PNG and China within the planted trees dataset and can be accessed through request from the World Resources Institute. The remainder of the datasets are publicly available. All code and data outputs are publicly available on Zenodo at https://doi.org/10.5281/zenodo.4091029. Processing steps are described in the Supplementary Information.",0,1,"To ensure full reproducibility and transparency of our research, we provide all the scripts used in our analysis. The code used for this study is permanently and publicly available on Zenodo at https://doi.org/10.5281/zenodo.4091029",1,1,,,They are limited in what data they can share and share everything in a trusted repo that they can,0,0
The land-energy-water nexus of global bioenergy potentials from abandoned cropland,10.1038/s41893-020-00680-5,2398-9629,2021,31,1,Datasets used in this analysis are publicly available from the references provided within the paper. Other data supporting the findings of this study are available from the corresponding author on reasonable request. Source data are provided with this paper.,0,1,Custom code used in this analyses is available at https://github.com/janjsn/lew_nexus_ac_bioenergy.,0,1,,,,0,0
Upward expansion and acceleration of forest clearance in the mountains of Southeast Asia,10.1038/s41893-021-00738-y,2398-9629,2021,27,1,The global maps of forest-cover loss and gain are available at https://earthenginepartners.appspot.com/science-2013-global-forest/download_v1.7.html. The ASTER elevation data are available at https://earthdata.nasa.gov/. The GMBA inventory is available at https://ilias.unibe.ch/goto_ilias3_unibe_cat_1000515.html. The aboveground biomass maps are available at https://www.globalforestwatch.org/map/global/. The primary extent data are available at https://glad.umd.edu/dataset/primary-forest-humid-tropics. All datasets are also available upon request from the corresponding author.,0,1,The scripts used to generate all the results are MATLAB (R2020a). Analysis scripts are available at https://doi.org/10.6084/m9.figshare.14586528.,0,1,,,"The code is limited to analysis, not collecting or processing raw data or intermediary data",0,0
Energy and water co-benefits from covering canals with solar panels,10.1038/s41893-021-00693-8,2398-9629,2021,25,1,"The SAM simulation outputs, Monte Carlo simulation outputs and bootstrap analysis that support the techno-economic analysis of this study are available from the Dryad Digital Repository76. The data that support the water conservation and diesel irrigation retirement findings of this study are available from the corresponding author (B.M.) upon reasonable request. Source data are provided with this paper.",0,1,,0,0,,,"Code availability not clear or specified, clear partial data availability",0,0
Natural infrastructure in sustaining global urban freshwater ecosystem services,10.1038/s41893-021-00786-4,2398-9629,2021,24,1,All data analysed during the current study are available from the corresponding author on reasonable request. Data that support the findings of this study are available within the paper and its Supplementary Information.,0,0,Codes to perform our network models can be found at https://github.com/mingonchung/urbanfreshwaterES.,0,1,,,,0,0
Applying the food-energy-water nexus concept at the local scale,10.1038/s41893-021-00719-1,2398-9629,2021,24,1,"This paper is based on data available in the form of reports, videos and blogs at the project website, http://ine.uaf.edu/microfews. Upon completion of the project, the data will be transferred to a permanent archive.",0,1,,0,0,,,They said the data would be posted to a permanent archive but the paper hasn't been updated in 2 years,0,0
Performance of large-scale irrigation projects in sub-Saharan Africa,10.1038/s41893-020-00670-7,2398-9629,2021,24,1,Data used to produce the figures and statistical analysis are available in Supplementary Data 7 and are also available from the corresponding author.,0,1,"Code used to generate Figs. 1–3, Table 1 and Extended Data Figs. 1 and 2 are available in Supplementary Data 1–6 and are also available from the corresponding author.",0,1,,,,0,0
Meeting global challenges with regenerative agriculture producing food and energy,10.1038/s41893-021-00827-y,2398-9629,2022,23,1,,,,,,,1,Perspective w/o data or code,,,
Pathways to sustaining tuna-dependent Pacific Island economies during climate change,10.1038/s41893-021-00745-z,2398-9629,2021,23,1,The 3D ocean data from the ESMs in netcdf format used to inform the SEAPODYM modelling are available at http://data.umr-lops.fr/pub/AFCM85/. All analysed data on tuna catch and government revenue are included in the published Analysis and the Supplementary Information files.,0,1,"The executable files for SEAPODYM, together with the input files, the outputs and the SEAPODYM manual, are available on a repository at https://osf.io/qa8w4/.",0,1,,,Data is not in trusted repo (and may not be complete). Code is in trusted repo but appears to pertain to only one of the models run,0,0
Assessing placement bias of the global river gauge network,10.1038/s41893-022-00873-0,2398-9629,2022,22,1,All data from this study are available at https://doi.org/10.17605/OSF.IO/NYA8R.,1,1,R scripts used in this study are available from the Dry Rivers GitHub page at https://github.com/dry-rivers-rcn/G4.,0,1,,,,0,0
Environmental benefits and household costs of clean heating options in northern China,10.1038/s41893-021-00837-w,2398-9629,2022,21,1,"The Multi-Resolution Emission Inventory of China (MEIC) and the MIX Asia emission inventory are available from the MEIC website (http://meicmodel.org, registration required). WRF-Chem outputs and data generated in this study are publicly available on the Princeton archive at https://doi.org/10.34770/wz62-f790. Data for cost analyses are collected from governmental documents, newspapers, reports, previous literature and conversations with local residents and heating device suppliers, and are listed in the Supplementary Information. Hourly surface PM2.5 measurements across mainland China are available at http://106.37.208.233:20035, and processed monthly mean PM2.5 concentrations are provided as additional supplementary file. Surface meteorological observations are available at https://www.ncei.noaa.gov/products/land-based-station/integrated-surface-database. Source codes of the WRF-Chem model utilized in this study are available at https://github.com/wrf-model/WRF/releases/tag/V3.6.1. Source data are provided with this paper.",0,1,"The Multi-Resolution Emission Inventory of China (MEIC) and the MIX Asia emission inventory are available from the MEIC website (http://meicmodel.org, registration required). WRF-Chem outputs and data generated in this study are publicly available on the Princeton archive at https://doi.org/10.34770/wz62-f790. Data for cost analyses are collected from governmental documents, newspapers, reports, previous literature and conversations with local residents and heating device suppliers, and are listed in the Supplementary Information. Hourly surface PM2.5 measurements across mainland China are available at http://106.37.208.233:20035, and processed monthly mean PM2.5 concentrations are provided as additional supplementary file. Surface meteorological observations are available at https://www.ncei.noaa.gov/products/land-based-station/integrated-surface-database. Source codes of the WRF-Chem model utilized in this study are available at https://github.com/wrf-model/WRF/releases/tag/V3.6.1. Source data are provided with this paper.",0,1,,,,0,0
Conference demographics and footprint changed by virtual platforms,10.1038/s41893-021-00823-2,2398-9629,2022,21,1,The data that support the plots within this paper and other findings of this study have been deposited on Github28 (https://doi.org/10.5281/zenodo.5567764). Source data are provided with this paper.,1,1,The custom code used to process and analyse the data for this study has been deposited on Github28 (https://doi.org/10.5281/zenodo.5567764).,1,1,,,,0,1
Global carbon inequality over 1990-2019,10.1038/s41893-022-00955-z,2398-9629,2022,19,1,The data gathered for this study are available at https://lucaschancel.com/global-carbon-inequality-1990-2019/ and on request.,0,1,The code used to produce key results of this study is available at https://lucaschancel.com/global-carbon-inequality-1990-2019/and on request.,0,1,,,,0,0
Reconciling well-being and resilience for sustainable development,10.1038/s41893-021-00790-8,2398-9629,2022,19,1,,,,,,,1,Perspective w/o data or code,,,
Sustainable agrifood systems for a post-growth world,10.1038/s41893-022-00933-5,2398-9629,2022,18,1,,,,,,,1,Perspective w/o data or code,,,
Personal carbon allowances revisited,10.1038/s41893-021-00756-w,2398-9629,2021,18,1,,,,,,,1,Perspective w/o data or code,,,
Vulnerability to collapse of coral reef ecosystems in the Western Indian Ocean,10.1038/s41893-021-00817-0,2398-9629,2022,15,1,"The study used existing and available data and did not involve any primary data collection. Data on hard coral and algae cover as well as fish abundance were compiled from multiple contributors (coral reef monitoring data collected using standard methods defined by the GCRMN) as described in ref. 13. These data are owned by the various data contributors (full list in Supplementary Information 8.1) and permissions to access data would need to be sought from individual contributors, which can be facilitated by the corresponding author. SST projection data were obtained from ref. 22 open access and coral reef extent data was from Millennium Coral Reef layer as described in ref. 74 (http://www.imars.usf.edu/MC/).",0,1,"Data processing, aggregation and analysis were undertaken in R with code saved in GitHub. Each criterion was calculated using individual analytical flows developed using R Markdown. Each code file had its own specific input data and used standard R functions like tidyr, dplyr, plyr and ggplot for the various steps. For criterion B, calculations of the AOO and EOO were done using a tool specifically developed for the RLE, redlistr ((23)). These analytical workflows could be made available from the corresponding author on request.",0,0,,,,1,0
Environmental and socioeconomic footprints of the German bioeconomy,10.1038/s41893-021-00725-3,2398-9629,2021,15,1,"All data used in the analysis are publicly available for scientific use. In the Supplementary information, we give an overview of the data used in the analysis and specify how all data can be downloaded or obtained. Land-use maps as calculated by LandSHIFT as well as data on economic flows, biomass flows and greenhouse gas emissions are available in a data repository under the following link: https://figshare.com/collections/Shifting_Burden_Footprint_Trends_of_the_German_Bioeconomy/5396808. Source data are provided with this paper.",0,1,Analysis and visualization of the spatial modelling results was done using R scripts. The code is available upon request. The MRIO analysis and trend projection were conducted on the basis of an in-house modelling software package (solve). The underlying C++ code and LandSHIFT source code (C++) are available from the corresponding author upon request.,0,0,,,,0,0
Economic efficiency and targeting of the African Great Green Wall,10.1038/s41893-021-00801-8,2398-9629,2022,14,1,The data generated by the current study are available in the paper and Supplementary Materials. The citations to the external data sources used by the study are given in the references and Supplementary Materials. All correspondence and requests for materials should be addressed to the corresponding author.,0,1,The codes used in the analysis are available at Open Science framework (https://osf.io/7kaer/).,1,1,,,,0,0
Global bioenergy with carbon capture and storage potential is largely constrained by sustainable irrigation,10.1038/s41893-021-00740-4,2398-9629,2021,14,1,The AIM/Hub and AIM/PLUM outputs are available from the website https://www-iam.nies.go.jp/aim/data_tools/aimssp/aimssp.html. The input meteorological data are available at http://h08.nies.go.jp. All datasets used in this study are also available from the corresponding author on reasonable request.,0,1,The code and technical information about the H08 model are available at http://h08.nies.go.jp. The code used for the simulation is also available from the corresponding author on reasonable request.,0,1,,The links don't work for me so this is an example of how wide the variability in data_some or code_some can be,,0,0
The value of US coral reefs for flood risk reduction,10.1038/s41893-021-00706-6,2398-9629,2021,13,1,"All data needed to evaluate the conclusions are present in the paper, the Supplementary Information and databases referenced therein. The flood extents and depths that support the findings of this study are available in ScienceBase at https://doi.org/10.5066/P9KMH2VX",0,1,,0,0,,,,0,0
Advancing energy and well-being research,10.1038/s41893-021-00775-7,2398-9629,2022,12,1,,,,,,,1,Perspective w/o data or code,,,
Aiding ocean development planning with SDG relationships in Small Island Developing States,10.1038/s41893-021-00698-3,2398-9629,2021,12,1,The authors declare that all data supporting the findings of this study are available in the paper and its Supplementary Information files.,0,1,,0,0,,,,0,0
Fostering a climate-smart intensification for oil palm,10.1038/s41893-021-00700-y,2398-9629,2021,11,1,The data on yield potential and yield gaps that support the findings of this study are publicly available via the Global Yield Gap Atlas website (www.yieldgap.org). Source data are provided with this paper.,0,1,,0,0,,,,0,0
Effectiveness of payment for ecosystem services after loss and uncertainty of compensation,10.1038/s41893-021-00804-5,2398-9629,2022,10,1,Survey data are available at https://scholarworks.seattleu.edu/env-std-data/1/. Field páramo assessment data are available from the corresponding author on reasonable request as these field data are sensitive for the respective communities.,0,1,,0,1,,,Trusted repo for data and code but only part of each is available. The data is partially restricted due to privacy concerns,0,0
Land-based implications of early climate actions without global net-negative emissions,10.1038/s41893-021-00772-w,2398-9629,2021,10,1,Data used in the study are available at the repository https://doi.org/10.5281/zenodo.5078072.,1,1,Code used in the study is available at the repository https://doi.org/10.7910/DVN/ZDXB6F.,1,1,,,,0,0
The human factor in seasonal streamflows across natural and managed watersheds of North America,10.1038/s41893-022-00848-1,2398-9629,2022,9,1,Flow datasets used in the study are publicly available from the United States Geological Survey (https://waterdata.usgs.gov/nwis/rt) and the Water Survey of Canada (https://wateroffice.ec.gc.ca/mainmenu/historical_data_index_e.html). The Gauges II datasets are publicly available through the USGS (https://water.usgs.gov/GIS/metadata/usgswrd/XML/gagesII_Sept2011.xml#stdorder). The climatic datasets used in the study are publicly available from Oregon State University (https://prism.oregonstate.edu/).,0,1,,0,0,,,,0,0
Rainfall variability and adverse birth outcomes in Amazonia,10.1038/s41893-021-00684-9,2398-9629,2021,9,1,"The data that support the findings of this study are publicly available as follows: birth data from the Brazilian Information System for Live Births (SINASC), http://www2.datasus.gov.br/DATASUS/index.php?area=0901&item=1&acao=28&pad=31655; municipality-level covariates from the Brazilian Institute of Geography and Statistics (Instituto Brasileiro de Geografia e Estatistica, IBGE), ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Sinopse/Agregados_por_Setores_Censitarios/; precipitation data from the Integrated Multi-satellite Retrievals for GPM (IMERG), https://pmm.nasa.gov/data-access/downloads/gpm; and river-level data from Brazil’s National Water Agency (Agência Nacional de Águas, ANA), https://www.snirh.gov.br/hidroweb/publico/apresentacao.jsf.",0,1,"All analyses were performed using the open-source platform R version 4.0.2. We used the mbsi package (https://github.com/ErickChacon/mbsi) to compute the model-based SPI and the bamlss package (https://cran.r-project.org/web/packages/bamlss/index.html) to perform inference on the BAMLSS models. All the scripts for modelling can be found at https://gitlab.com/ErickChacon/birthweight and visualized at https://erickchacon.gitlab.io/birthweight/. Additional code for data gathering, cleaning and processing as well as processed data can be provided upon request.",0,1,,,,0,0
Challenges of managing harmful algal blooms in US drinking water systems,10.1038/s41893-021-00770-y,2398-9629,2021,8,1,All data collected and analysed during this study are included in this published article as Supplementary Information.,0,1,,0,0,,,,0,0
Distributional impacts of carbon pricing in developing Asia,10.1038/s41893-021-00758-8,2398-9629,2021,8,1,"Microdata from household surveys are available on request from related statistical offices. Note that restrictions and fees apply. Country-specific trade and emissions data are available from GTAP10 (https://www.gtap.agecon.purdue.edu/default.asp) subject to fees. Both microdata from household surveys and GTAP are available from the authors on reasonable request and conditional on approval by the responsible statistical offices or GTAP, respectively. Aggregate data on the household level can be accessed via https://github.com/lmissbach/DIDA_SI. Data on electricity generation are accessible from IEA’s World Energy Balances 2020 Data Browser (https://www.iea.org/data-and-statistics). Aggregate summary statistics on single countries are available in the WorldBank’s World Development Indicators (https://databank.worldbank.org/source/world-development-indicators#). Global Energy Monitor provides data on current and prospective coal plants (https://globalenergymonitor.org/projects/global-coal-plant-tracker/summary-data/). The International Monetary Fund provides data on consumer price indices (https://www.imf.org/en/Publications/WEO/weo-database/2020/October).",0,1,"Code written for this analysis can be found along with aggregated datasets here: https://github.com/lmissbach/DIDA_SI. In addition, we used Data Browser from World Energy Balances 2020 (International Energy Agency) to access data on electricity generation. We used World Development Indicators DataBank (WorldBank) to access aggregate summary statistics. We used Global Coal Plant Tracker (Global Energy Monitor) to access data on coal plant investments. We used World Economic Outlook Database (International Monetary Fund) to access consumer price indices.",0,1,,,,0,0
Students of colour views on racial equity in environmental sustainability,10.1038/s41893-021-00759-7,2398-9629,2021,8,1,The authors declare that the data supporting the findings of this study are available within the paper and Supplementary Tables.,0,1,,,,,,Appears no code was used,0,0
In-stream turbines for rethinking hydropower development in the Amazon basin,10.1038/s41893-021-00712-8,2398-9629,2021,8,1,All input datasets used in the analyses are publicly available from the cited references. Processed data required to reproduce the figures in the main text are available on CUAHSI HydroShare and Figshare (https://doi.org/10.6084/m9.figshare.13366118).,0,1,All figures were produced using the freely available visualization libraries in Python 3.5 (such as Matplotlib). The relevant portions of the computer code used to process the results and develop the figures are available at https://doi.org/10.5281/zenodo.4382186.,0,1,,,,0,0
Dynamics of informal risk sharing in collective index insurance,10.1038/s41893-020-00667-2,2398-9629,2021,8,1,Source data are provided with this paper.,0,1,This paper relies on theoretical results following direct implementation of the equations provided in the Methods. Further details are provided in the Supplementary Information.,0,0,,,,0,0
Protecting the Amazon forest and reducing global warming via agricultural intensification,10.1038/s41893-022-00968-8,2398-9629,2022,6,1,The data on yield potential and yield gaps that support the findings of this study are publicly available via the Global Yield Gap Atlas website (www.yieldgap.org). The data that support the findings of this study are also available from the corresponding author upon request. Source data are provided with this paper.,0,1,,0,0,,,,0,0
Co-benefits of forest carbon projects in Southeast Asia,10.1038/s41893-022-00849-0,2398-9629,2022,6,1,All maps generated are available in Zenodo at https://doi.org/10.5281/zenodo.5572600.,0,1,All R and Python scripts used to process the data are available from the corresponding authors upon request.,0,0,,,,0,0
Displacing fishmeal with protein derived from stranded methane,10.1038/s41893-021-00796-2,2398-9629,2022,6,1,"The data used in the analysis and figures are publicly available. The data on flaring from oil and gas facilities are available through the Earth Observation Group (https://eogdata.mines.edu/download_global_flare.html). All data on methane emissions from oil and gas facilities and landfills, flaring from landfills, and unit processes at wastewater treatment plants are available from the US EPA through the following programmes: Facilities Level Information on GreenHouse gases Tool (https://ghgdata.epa.gov/ghgp/main.do), Landfill Methane Outreach Program (https://www.epa.gov/lmop/lmop-landfill-and-project-database) and Clean Watersheds Needs Survey for 2004 (https://www.epa.gov/cwns/clean-watersheds-needs-survey-cwns-2004-report-and-data), 2008 (https://www.epa.gov/cwns/clean-watersheds-needs-survey-cwns-2008-report-and-data) and 2012 (https://www.epa.gov/cwns/clean-watersheds-needs-survey-cwns-2012-report-and-data).",0,1,Code supporting the current study is available at https://github.com/sahar-elabbadi/methane-to-protein.,0,1,,,,0,0
Poultry and fish and aquatic invertebrates have not displaced other meat sources,10.1038/s41893-021-00714-6,2398-9629,2021,6,1,"As noted in the Methods section, the source data can be downloaded from the following links: https://ourworldindata.org/meat-production, https://ourworldindata.org/seafood-production and https://databank.worldbank.org/reports.aspx?source=world-development-indicators. The dataset constructed from these sources is available from the author upon request. Figure 1 is based on data downloaded from Our World in Data6,7.",0,1,No special code is needed for the analyses. The STATA commands used for the analyses are presented in the Methods section. The STATA do-file is available from the author upon request.,0,0,,,,0,0
Modelling human-natural systems interactions with implications for twenty-first-century warming,10.1038/s41893-021-00826-z,2398-9629,2022,5,1,The data from external sources are available as detailed in Methods. The data generated by ISEEC as shown in tables and figures are available from the corresponding authors upon request.,0,0,The modelling codes in Python are available from the corresponding authors upon request.,0,0,,,,0,0
Anticipating drought-related food security changes,10.1038/s41893-022-00962-0,2398-9629,2022,4,1,"All data used in this study are publicly available through the NASA National Snow and Ice Data Center (NSIDC) website (https://nsidc.org/data/smap/smap-data.html), the FEWS NET Data Portal (https://fews.net/fews-data/333) and the FAO Food Price Monitoring and Analysis (FPMA) Tool (https://www.fao.org/giews/food-prices/price-tool/en/).",0,1,All code used in this study is available upon request or at https://github.com/Krishna2609.,0,1,,,,0,0
Risk science offers an integrated approach to resilience,10.1038/s41893-022-00893-w,2398-9629,2022,4,1,,,,,,,1,Perspective w/o data or code,,,
Large-scale land restoration improved drought resilience in Ethiopia's degraded watersheds,10.1038/s41893-022-00861-4,2398-9629,2022,4,1,All data necessary for replication will be available at Harvard Dataverse (https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AXH2OU) to reproduce the results presented in this paper upon publication.,1,1,All computer codes necessary for replication will be available at Harvard Dataverse (https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AXH2OU) to reproduce the results presented in this paper upon publication.,1,1,,,,0,0
The unequal distribution of water risks and adaptation benefits in coastal Bangladesh,10.1038/s41893-021-00846-9,2398-9629,2022,4,1,"The data generated for this study are available within the paper and Supplementary Information. Data analysed from third-party sources are available, but restrictions may apply to the availability of some of these data, which were accessed under specific agreements associated with the current study.",0,1,Code used to undertake our analysis can be found at https://github.com/EmilyWaterModelling/CoastalRisk.,0,1,,,,0,0
Global decline in capacity of coral reefs to provide ecosystem services,10.1016/j.oneear.2021.08.016,2590-3330,2021,63,1,"Coral cover data are publicly available from Bruno and Valdivia 2016.1 Biodiversity data can be obtained from OBIS (www.iobis.org), GBIFF (www.gbif.org), and WCMC (www.unep-wcmc.org). Fisheries catch and effort data can be obtained from Sea Around Us (www.seaaroundus.org). Indigenous peoples’ seafood consumption data can be obtained from Cisneros-Montemayor et al., 2016.2",0,1,"Coral cover data are publicly available from Bruno and Valdivia 2016.1 Biodiversity data can be obtained from OBIS (www.iobis.org), GBIFF (www.gbif.org), and WCMC (www.unep-wcmc.org). Fisheries catch and effort data can be obtained from Sea Around Us (www.seaaroundus.org). Indigenous peoples’ seafood consumption data can be obtained from Cisneros-Montemayor et al., 2016.2",0,0,,,,0,0
Chinese cities exhibit varying degrees of decoupling of economic growth and CO2 emissions between 2005 and 2015,10.1016/j.oneear.2020.12.004,2590-3330,2021,58,1,,0,0,,0,0,,,,0,0
Rhetoric and frame analysis of ExxonMobil's climate change communications,10.1016/j.oneear.2021.04.014,2590-3330,2021,57,1,"Raw data (original PDF internal documents, peer-reviewed publications, and advertorials) for this study cannot be reproduced due to copyright restrictions. However, a catalog of all 180 analyzed documents, and links to public archives containing these data, are provided in S7, supplemental information. Additionally, raw searchable .txt versions of all documents, as well as post-processed flattened text and document term matrices, are deposited on Harvard Dataverse: https://doi.org/10.7910/DVN/XXQUKJ. The datasets and code generated during this study are provided in the same repository. Access will be granted upon reasonable request by qualified researchers.",0,1,"Raw data (original PDF internal documents, peer-reviewed publications, and advertorials) for this study cannot be reproduced due to copyright restrictions. However, a catalog of all 180 analyzed documents, and links to public archives containing these data, are provided in S7, supplemental information. Additionally, raw searchable .txt versions of all documents, as well as post-processed flattened text and document term matrices, are deposited on Harvard Dataverse: https://doi.org/10.7910/DVN/XXQUKJ. The datasets and code generated during this study are provided in the same repository. Access will be granted upon reasonable request by qualified researchers.",0,1,,,Interesting case where all the materials are available in a trusted repo but request is needed for approval to access those materials,0,0
Assessing nature-based solutions for transformative change,10.1016/j.oneear.2021.04.013,2590-3330,2021,30,1,Data generated in this study are available in the supplemental online information (Data S1) and Mendeley Datahttps://data.mendeley.com/datasets/x4wwzxjm7b/1.,1,1,Data generated in this study are available in the supplemental online information (Data S1) and Mendeley Datahttps://data.mendeley.com/datasets/x4wwzxjm7b/1.,0,0,,,,0,0
